size,gzip_size,gzip_time,paper_size,paper_time
268435456,78440914,25.812,67108865,1.495
268435456,78443331,25.808,67108865,1.535
268435456,78442110,25.841,67108865,1.43
268435456,78441728,25.873,67108865,1.469
268435456,78443192,27.166,67108865,1.544
536870912,156881026,54.309,134217729,3.132
536870912,156881513,53.22,134217729,2.87
536870912,156883699,52.152,134217729,2.923
536870912,156881602,53.952,134217729,3.081
536870912,156881554,52.051,134217729,2.89
536870912,156883987,51.355,134217729,2.861
536870912,156880639,51.379,134217729,2.861
536870912,156882088,51.295,134217729,2.891
536870912,156883159,51.395,134217729,2.887
536870912,156880483,51.402,134217729,2.857
536870912,156885704,51.385,134217729,2.86
536870912,156884619,51.45,134217729,2.869
536870912,156883051,51.373,134217729,2.861
536870912,156882751,51.382,134217729,2.86
536870912,156880817,51.875,134217729,2.864
536870912,156881164,51.799,134217729,2.863
536870912,156881398,51.857,134217729,2.857
536870912,156877762,51.833,134217729,2.856
536870912,156887922,53.295,134217729,3.064
536870912,156883557,52.9,134217729,2.858
536870912,156884622,51.448,134217729,2.863
536870912,156884717,51.404,134217729,2.865
536870912,156881221,51.408,134217729,2.863
536870912,156883680,51.378,134217729,2.867
536870912,156883338,52.117,134217729,2.859
536870912,156880384,51.402,134217729,2.849
536870912,156881761,51.597,134217729,2.865
536870912,156883712,54.753,134217729,2.859
536870912,156883290,59.211,134217729,2.902
536870912,156885585,54.33,134217729,2.891
1073741824,313767898,110.374,268435457,5.784
1073741824,313762953,105.46000000000001,268435457,5.771
1073741824,313759916,103.36,268435457,5.729
1073741824,313764662,102.711,268435457,5.736
1073741824,313762973,102.831,268435457,5.749
1073741824,313762701,102.971,268435457,5.874
1073741824,313764035,103.694,268435457,5.742
1073741824,313761899,103.499,268435457,5.728
1073741824,313766295,103.351,268435457,5.81
1073741824,313763452,103.036,268435457,5.728
1073741824,313758350,102.876,268435457,5.742
1073741824,313770441,102.999,268435457,5.76
1073741824,313760324,103.006,268435457,5.742
1073741824,313762458,103.05,268435457,5.737
1073741824,313768658,102.929,268435457,5.766
1073741824,313763869,103.003,268435457,5.735
1073741824,313766909,102.935,268435457,5.736
1073741824,313764767,103.087,268435457,5.734
1073741824,313768799,103.025,268435457,5.754
1073741824,313763482,103.02199999999999,268435457,5.741
1073741824,313764646,102.99799999999999,268435457,5.743
1073741824,313768149,103.10900000000001,268435457,5.738
1073741824,313759912,102.92,268435457,5.746
1073741824,313767413,102.97200000000001,268435457,5.729
1073741824,313765211,103.029,268435457,5.73
1073741824,313764775,102.988,268435457,5.725
1073741824,313760748,103.009,268435457,5.745
1073741824,313767531,102.977,268435457,5.732
1073741824,313759769,103.06,268435457,5.725
1073741824,313766141,103.003,268435457,5.727
